group,names,scores,logfoldchanges,pvals,pvals_adj
B cells,CCL5,50.89468,,1.4172021047478702e-175,2.604817468526585e-172
B cells,NKG7,37.55226,,1.1621384563921247e-126,1.0680052414243626e-123
B cells,IL32,26.693785,,3.2092668119344856e-95,1.4746581000838961e-92
B cells,CST7,25.720097,,5.1972871762044906e-79,1.592102304977309e-76
B cells,GZMA,24.181168,,1.2934737331402409e-73,2.9717559018897032e-71
B cells,CTSW,21.453638,,2.184684378800857e-64,3.346208240196646e-62
B cells,PTPRCAP,17.42809,,6.558924241955356e-51,7.091354562772909e-49
B cells,GZMK,17.031462,,2.6974414604018734e-45,2.2535897291902925e-43
B cells,LYAR,14.191784,,2.8988644386802e-35,1.9028974422479314e-33
B cells,KLRG1,12.842513,,3.580668843956388e-30,1.8281303708866225e-28
B cells,GZMH,12.077296,,2.2239312017238266e-27,1.0218963871920983e-25
B cells,PRF1,10.936848,,9.086941098951485e-24,3.479541195806839e-22
B cells,HOPX,8.72827,,1.762805701084983e-16,5.142915680308252e-15
B cells,SAMD3,8.480697,,1.0923209158639587e-15,2.996546034862621e-14
B cells,CCL4,8.154158,,9.7523093667076e-15,2.422262785947104e-13
B cells,APOBEC3G,7.9355865,,4.085057874077875e-14,9.385420465693917e-13
B cells,TIGIT,7.6992106,,2.1842256089340205e-13,4.723066669671447e-12
B cells,CD2,7.5266347,,5.387729967528058e-13,1.1514706605019268e-11
B cells,NCR3,7.4999228,,7.834277569806518e-13,1.599933574811598e-11
B cells,FGFBP2,7.1491175,,6.607425290574285e-12,1.3058545896855417e-10
B cells,GIMAP7,6.665847,,1.047073280001154e-10,1.8684666880020596e-09
B cells,CD247,6.3440576,,7.507252679949126e-10,1.3017292854477825e-08
B cells,FCRL6,5.795973,,1.803341840291281e-08,2.882210697787282e-07
B cells,GZMB,5.655327,,3.466094864549314e-08,5.308901967534699e-07
B cells,S1PR5,5.640837,,4.01573729833495e-08,6.000752157999706e-07
B cells,ID2,5.5875287,,4.8594622915278846e-08,7.202977170829236e-07
B cells,ZAP70,5.5166183,,7.384336723019396e-08,1.0521248757294302e-06
B cells,LITAF,5.385294,,1.4119521732659095e-07,1.9366926078080165e-06
B cells,KLRB1,5.3743587,,1.575193124266213e-07,2.1288271782362497e-06
B cells,ARPC5L,5.2199554,,3.277049920669311e-07,4.333250182870643e-06
B cells,SRGN,5.1922193,,3.469100719314264e-07,4.554433658642584e-06
B cells,CD160,5.125497,,5.47389823512707e-07,6.9868228862246916e-06
B cells,C9orf142,5.069246,,6.88573216832066e-07,8.728259120947154e-06
B cells,PRR5,5.035211,,8.396762084684258e-07,1.0570718295650456e-05
B cells,GYG1,4.71493,,3.6809562416849e-06,4.3369215206518246e-05
B cells,JAKMIP1,4.6213574,,5.840283434639768e-06,6.545390824919448e-05
B cells,HSP90AA1,4.5297055,,8.218465743424038e-06,9.04234772762404e-05
B cells,GNLY,4.487928,,1.002738418299841e-05,0.00010841371840206517
B cells,MFSD10,4.372631,,1.685237265739973e-05,0.00017904428291503298
B cells,PTGDR,4.364611,,1.7612690341233502e-05,0.00018393252754083625
B cells,GIMAP4,4.358572,,1.7430450493126395e-05,0.00018306953146495037
B cells,STK17A,4.304027,,2.218150218986563e-05,0.00022776313421772642
B cells,RORA,4.228229,,3.1207560764075286e-05,0.0003151620696943427
B cells,CDC42EP3,3.9205453,,0.00010940187470925157,0.0010155588167454768
B cells,PLEKHF1,3.8890023,,0.00012409764185655143,0.0011291656719422847
B cells,CPNE2,3.749149,,0.00021471900066770812,0.0018615732227700355
B cells,GPR56,3.73782,,0.00022294470409204377,0.0019238139254515326
B cells,XCL2,3.7265348,,0.00023104204134832227,0.001980358362659312
B cells,DGKZ,3.7109988,,0.0002450955160550639,0.002066447516097282
B cells,PDIA3,3.6905587,,0.00026253191615046906,0.0021834102347717743
B cells,GPR171,3.6764002,,0.0002804439221092935,0.0022807784461808915
B cells,RAB9A,3.6199775,,0.00034539958972685923,0.002713010452640886
B cells,CD320,3.6133785,,0.000354199841857026,0.0027585563954797194
B cells,GIMAP5,3.598619,,0.00037070629840348356,0.002874929014622797
B cells,TMBIM6,3.5588257,,0.0004264806366951965,0.0032525784657500877
B cells,TERF2IP,3.529766,,0.00047612184789632935,0.00361060315301552
B cells,CDC37,3.4915702,,0.0005484860708929902,0.004032469593205264
B cells,BTN3A2,3.4799938,,0.0005711458495681011,0.004149273009905809
B cells,TMEM50A,3.303882,,0.0010623862900022167,0.007313355809078929
B cells,ARL6IP5,3.3027773,,0.0010615444247091576,0.007313355809078929
B cells,C9orf16,3.3014514,,0.0010682978299945496,0.007326609744514859
B cells,TOR1A,3.2964735,,0.0010937284214623225,0.007473133229173787
B cells,PRSS23,3.2355406,,0.0013492990600951218,0.009117689972260418
B cells,BUB3,3.2145383,,0.0014395816726761796,0.009692128624098234
B cells,DENND2D,3.2090564,,0.001467828738680183,0.009846238035380206
B cells,CAPN12,3.184267,,0.00160338802724127,0.010562821484119909
B cells,ORAI1,3.1810374,,0.001616270523606673,0.010595375088799097
B cells,PSME1,3.1697595,,0.0016632538165255138,0.010802333974466059
B cells,TMCO1,3.1369672,,0.0018690790436758273,0.012011773714252346
B cells,UBB,3.0821242,,0.0022260396232211,0.01401185214890542
B cells,RNF125,3.0594409,,0.0024133439422712776,0.01508750396562792
B cells,GADD45B,3.0311615,,0.002633186913574729,0.016406093380170683
B cells,RCHY1,2.998045,,0.002944448190786383,0.01774392057267335
B cells,MMADHC,2.9738715,,0.0031646356293874443,0.01888506586627962
B cells,SNRPB,2.946335,,0.003447023545835192,0.020371798319116022
B cells,TTC38,2.9119158,,0.003857432593877146,0.02262882694744204
B cells,STOML2,2.91089,,0.0038658605340026117,0.02262882694744204
B cells,PCSK7,2.8985364,,0.004008423923697239,0.023388835465890555
B cells,ACAP1,2.8959205,,0.004038352010061443,0.023488895552192825
B cells,ITGB7,2.8209338,,0.005090812720606483,0.028014711917588968
B cells,HENMT1,2.8036728,,0.00538212422580815,0.02952938605085188
B cells,HSPB11,2.7527692,,0.006259945607266059,0.034040769308150934
B cells,COMMD8,2.7465682,,0.006365657481813021,0.03451350575685054
B cells,XCL1,2.6629596,,0.008157147490982876,0.04229842598862394
B cells,DIDO1,2.6608057,,0.008215289949672588,0.04241489586375904
B cells,VPS13A,2.5127554,,0.012497882866225881,0.0607701288574687
B cells,FAM173A,2.4738877,,0.013886373872845349,0.0663921836185708
B cells,GNPTAB,2.463551,,0.014304300714338431,0.0663921836185708
B cells,STX18,2.4549675,,0.014662545939187522,0.06771296340760469
B cells,BTN3A1,2.453105,,0.014722982588979869,0.06782165914422306
B cells,PDCD1,2.444525,,0.015106010572750735,0.06941211858178963
B cells,HDAC1,2.439403,,0.015253010993512627,0.06956584170242236
B cells,C5orf56,2.4320621,,0.015565481100311328,0.07081523332270351
B cells,GTF3A,2.4266064,,0.01576642326089634,0.07137607377716126
B cells,USP19,2.4196339,,0.016145478835925268,0.07273379926576137
B cells,PRNP,2.406457,,0.016680354096685893,0.07423363397023891
B cells,NDUFAF4,2.4003992,,0.016979799877748235,0.07507318881163424
B cells,CDKN2A,2.3999858,,0.017032382880550315,0.07507318881163424
B cells,ECSIT,2.3981516,,0.017081981667414942,0.07511168015480542
B cells,CYBA,2.3895063,,0.017353357815352115,0.07594159920146949
B cells,DERL1,2.3872404,,0.01756954460516831,0.07652327721397952
B cells,MORF4L2,2.3856318,,0.017642016861869093,0.07665727421303876
B cells,MLLT6,2.3695903,,0.018423026465252432,0.07967417092502112
B cells,GPKOW,2.3675673,,0.018542319890040248,0.08000184027674642
B cells,YWHAB,2.3555677,,0.01906863452509613,0.08169731994668226
B cells,TMEM242,2.3461566,,0.01958782201599581,0.08353228971090557
B cells,ALKBH4,2.3452513,,0.01966217884275189,0.0836436914933313
B cells,HNRNPM,2.3381166,,0.019983924148100483,0.08443782203266365
B cells,DCAF5,2.3324244,,0.02031518847599117,0.08544465999741824
B cells,DNAJB14,2.2987747,,0.02220345458197917,0.0925395680763667
B cells,GOLGA1,2.296162,,0.022381220569564948,0.09306941947253479
B cells,STMN1,2.2826211,,0.023120508881880764,0.09571057505607397
B cells,MOB2,2.2710736,,0.02381405147184248,0.09836005978707074
B cells,TRAF3IP3,2.268179,,0.023947298476563506,0.09868864260072584
B cells,WTAP,2.2636912,,0.024255978824150013,0.0992928487278123
B cells,IDH2,2.262349,,0.02433733971466349,0.09940451199011444
B cells,ALG5,2.2442684,,0.025514142348382115,0.10216774212707261
B cells,PSMB8,2.2360342,,0.025994856075411122,0.10341676507923298
B cells,VDAC3,2.2214887,,0.027003409669440426,0.10650701067045387
B cells,RCN2,2.2013917,,0.02841101007625955,0.11157999256445525
B cells,DUS3L,2.1902354,,0.029251982109576937,0.11463783180682817
B cells,SPON2,2.188583,,0.02933697367830466,0.114726292810051
B cells,RGS14,2.183424,,0.029738417001569314,0.11580341196797542
B cells,CLEC2B,2.1780744,,0.030155347800158754,0.11686006602252855
B cells,ITSN2,2.1773832,,0.03020050672508219,0.11686006602252855
B cells,CLIC3,2.1641328,,0.031184166970606678,0.12016037503558716
B cells,SLBP,2.1392627,,0.03317999396928522,0.12705172690738797
B cells,SRSF3,2.129536,,0.03393443541459959,0.12913352441414916
B cells,OASL,2.1239913,,0.03445923268163812,0.13040727869300878
B cells,ISOC1,2.1105807,,0.03561994899304701,0.13415874231397626
B cells,SIRPG,2.0924063,,0.03722340960038951,0.13962576907248145
B cells,ARPC4,2.0810304,,0.03820912238813022,0.14216268613235494
B cells,TMEM222,2.0747268,,0.03881886311230161,0.1439779421385519
B cells,MESDC2,2.0624006,,0.039991333515962506,0.14753690761758273
B cells,TSPAN15,2.0316503,,0.04310525278582796,0.1575098501398644
B cells,TARSL2,2.0285726,,0.043374744163427015,0.1581801185959898
B cells,OCIAD1,2.005199,,0.04577013690787409,0.16560140085959169
B cells,PURA,1.9938811,,0.047077848785446665,0.1696263548401705
B cells,DEXI,1.9927014,,0.047159449033366226,0.1696263548401705
B cells,BBS2,1.9913379,,0.04735629378853354,0.17000169527993095
B cells,P2RY10,1.9845018,,0.04808831169077715,0.17229301537553296
B cells,NPRL2,1.9665729,,0.05011772615170515,0.17817481753739664
B cells,CYB561,1.955175,,0.05148634441782676,0.18233506944116687
B cells,DPY30,1.953276,,0.05164877639988438,0.18255855965959134
B cells,RAB6B,1.9488927,,0.05231797813821086,0.18456899005380337
B cells,SHARPIN,1.9449242,,0.05266617296231275,0.18544142893626597
B cells,TNFRSF9,1.9379916,,0.053617371753445255,0.18735499863656346
B cells,TNFRSF25,1.9342046,,0.053974291709130866,0.18788778060867903
B cells,ZBP1,1.9163798,,0.05621262216013158,0.19420826979383807
B cells,MAEA,1.9037063,,0.05785009762244093,0.19949058054417715
B cells,STX4,1.895404,,0.05893761128391708,0.2019527064015425
B cells,POLR2K,1.8950655,,0.05900359267553228,0.2019527064015425
B cells,MRPL43,1.892259,,0.05933373671353081,0.20270521947856807
B cells,RNF113A,1.8913631,,0.05946786107131709,0.20278650955302563
B cells,AHSA1,1.8829315,,0.06060952402655735,0.2059155363416126
B cells,TGFBRAP1,1.8806713,,0.06100886627766962,0.2068898454213224
B cells,TMEM87A,1.8773463,,0.06138285562036324,0.20777474885861444
B cells,RPL39L,1.8589158,,0.06401744967864735,0.2162942509363122
B cells,CD47,1.8441913,,0.0660522045097206,0.22033385097797906
B cells,CCL4L1,1.8413337,,0.06657992490751644,0.2208554547710433
B cells,PRMT2,1.8398788,,0.06668921512400927,0.2208554547710433
B cells,FUS,1.837265,,0.06708205942209072,0.22175687988813444
B cells,ELL,1.8338618,,0.06765642309990051,0.22325404965460888
B cells,BAG5,1.8328117,,0.06779606069800513,0.22331390602676243
B cells,IL4I1,1.8165208,,0.07031978892881982,0.23000092847350223
B cells,ABCC10,1.8164355,,0.07032672568123409,0.23000092847350223
B cells,HERPUD2,1.7942607,,0.07371866246909393,0.2398139851649463
B cells,CPSF3L,1.7877312,,0.0747668829204351,0.24151411389764446
B cells,FLOT1,1.7849534,,0.0752241495882408,0.24168772053918963
B cells,STUB1,1.7787467,,0.07619652878105743,0.24398818797836855
B cells,RPL7L1,1.7691842,,0.07782727744351192,0.2487765842455216
B cells,MGMT,1.763547,,0.07874502930269948,0.2512128862185191
B cells,TMED5,1.7629876,,0.0788628048683817,0.2512128862185191
B cells,C15orf61,1.7503209,,0.0810319941269203,0.25700251791487694
B cells,ADAM10,1.7499048,,0.08109981522885126,0.25700251791487694
B cells,PSMA1,1.7458926,,0.08176517299135432,0.2582205978661671
B cells,FAM43A,1.7249058,,0.08556261169223185,0.2656487842741928
B cells,PEX19,1.7222273,,0.08602400310607301,0.26662446172789106
B cells,IL16,1.7171636,,0.08691604880887081,0.26737966831720145
B cells,RPS19BP1,1.7165921,,0.08699294975717435,0.26737966831720145
B cells,FAM107B,1.7085769,,0.08848385205027876,0.27015501672493747
B cells,PRR5L,1.6981167,,0.09053883332365294,0.2755138669683346
B cells,DIAPH1,1.6908308,,0.09185493036932459,0.27905679672531997
B cells,HMGXB4,1.6843071,,0.09313633145277525,0.28155358093783045
B cells,CASC4,1.6791214,,0.09411779444405109,0.2831235780493714
B cells,BOLA3,1.6669437,,0.09650798168217946,0.2884254802143835
B cells,KIFC3,1.6629473,,0.09742077771400036,0.2906808270102803
B cells,C3orf38,1.656307,,0.09865683567195924,0.2929422681180308
B cells,CWC27,1.6531203,,0.09929373977166316,0.29435789306502724
B cells,ISY1,1.6499138,,0.09994731387670235,0.29581829775423335
B cells,POLR2I,1.6487948,,0.1001721661854697,0.29591853705603033
B cells,SRM,1.6440227,,0.10114609707087023,0.2965016370275271
B cells,NUDCD1,1.6365337,,0.10274902914875833,0.3007208846742322
B cells,NXT2,1.574134,,0.11647110581336638,0.3355390164341182
B cells,VPS13C,1.5731664,,0.11667763703015825,0.3356079763089685
B cells,DOCK10,1.5602161,,0.11970458172912789,0.3426860045665011
B cells,CDC123,1.5578283,,0.1202376006373369,0.3431625931233311
B cells,NOL7,1.5522547,,0.12155917261397023,0.3452058184279458
B cells,LPIN1,1.5517747,,0.12170477167644661,0.3452058184279458
B cells,VMAC,1.5479833,,0.12265903644584136,0.3473764391178065
B cells,SLC39A14,1.5442559,,0.12362019275377542,0.3484875985911644
B cells,ARF6,1.5438765,,0.12356883430926999,0.3484875985911644
B cells,PXMP4,1.5429429,,0.12389276542213908,0.3487211375894205
B cells,CD96,1.531719,,0.12659882265687913,0.35491692259020374
B cells,RBM4,1.5266095,,0.12785676737374704,0.35714397938137854
B cells,COLGALT2,1.5248119,,0.12842430734911078,0.3581646353956256
B cells,SPRY1,1.5232469,,0.12876918771853943,0.3581646353956256
B cells,ARL16,1.5228211,,0.1288067595193191,0.3581646353956256
B cells,RP11-70P17.1,1.5194182,,0.12971723688805273,0.359537812630829
B cells,RP5-1028K7.2,1.512974,,0.13131292783320958,0.3629370847480289
B cells,BZRAP1-AS1,1.5086874,,0.13239228696808106,0.3646185709992783
B cells,ELOVL4,1.5084167,,0.13251643385610332,0.3646185709992783
B cells,CARHSP1,1.4992541,,0.13477270110167483,0.36971973824608706
B cells,TMEM62,1.4983206,,0.135114476908572,0.3697669843830606
B cells,HBA1,1.4934064,,0.13637563234601988,0.37099524321569405
B cells,GBP1,1.492822,,0.13644874015985264,0.37099524321569405
B cells,ARGLU1,1.4827482,,0.139127073301007,0.37771870122193624
B cells,CRLS1,1.4791696,,0.14008215864499618,0.37863383469044554
B cells,NDUFB8-1,1.4721767,,0.14192110519564952,0.383041103303383
B cells,PRPF31,1.4678994,,0.1431210134877148,0.3844302426328312
B cells,FOPNL,1.4674928,,0.14323374719615697,0.3844302426328312
B cells,SDHAF2,1.4670954,,0.14334332518055842,0.3844302426328312
B cells,ORMDL2,1.4665337,,0.14348158130909805,0.3844302426328312
B cells,PTCH1,1.459859,,0.1454028873487908,0.38901092714276203
B cells,ZNF653,1.4542859,,0.14696686712208099,0.3920538487233452
B cells,THAP2,1.450565,,0.14790508298213637,0.3926077488606111
B cells,ATXN1L,1.4499363,,0.14809150485788058,0.3926077488606111
B cells,SLC25A12,1.4495082,,0.148228228546056,0.3926077488606111
B cells,NFU1,1.4454517,,0.14931530246049204,0.3944364003268018
B cells,TAPBP,1.4434307,,0.1498375082722365,0.3951238740378345
B cells,C14orf80,1.4305279,,0.1535777737922363,0.4029539820120543
B cells,GIMAP2,1.4245985,,0.15522381570254465,0.405261110062001
B cells,ATG16L1,1.4238836,,0.15549701758190054,0.405261110062001
B cells,UNC45A,1.4232401,,0.15566612823926698,0.405261110062001
B cells,SLA,1.4184818,,0.15701681058429331,0.4077066005261824
B cells,EXOC4,1.4176936,,0.15726817000390703,0.4077066005261824
B cells,CLIP1,1.4176705,,0.157270935676313,0.4077066005261824
B cells,RCL1,1.4110647,,0.15922297247923486,0.41218566678427276
B cells,GLYCTK,1.4069738,,0.16044928469686792,0.41413476401095956
B cells,AC074138.3,1.406435,,0.16065184262231455,0.41413476401095956
B cells,SMARCC2,1.4011467,,0.16215007053762437,0.41682773377364135
B cells,PPIL4,1.3949053,,0.1640206534199415,0.42104743154448665
B cells,ABT1,1.3914019,,0.16506754183358371,0.42314385200854515
B cells,LINC00662,1.3875679,,0.16626253908347674,0.42443131504920867
B cells,PROK2,1.3840857,,0.16740488992891325,0.4261636948605853
B cells,CRELD2,1.3729784,,0.1707570786380396,0.4334965615148022
B cells,C9orf69,1.3702902,,0.17159705038698284,0.4350281084293441
B cells,SLC25A11,1.3675889,,0.17238136481863248,0.43581423457585483
B cells,CLU,1.3644713,,0.17335733761956276,0.4370792682369772
B cells,ACD,1.3601881,,0.17473421215800866,0.439947235543041
B cells,CEP120,1.3591976,,0.17507523507326622,0.4402028482416735
B cells,RDH14,1.3571669,,0.17567766218706365,0.441114129917791
B cells,BOLA1,1.3522065,,0.17727879706980654,0.4445271882869092
B cells,WHAMM,1.3489425,,0.1783048726461609,0.44588347744713436
B cells,CTC-444N24.11,1.3472047,,0.1789274603030249,0.44622614930388027
B cells,MVD,1.3353392,,0.18272112496494894,0.4520073050949881
B cells,MRM1,1.3299125,,0.1845619900444954,0.4545888935249889
B cells,FASTKD1,1.3293327,,0.18475402799954663,0.4545888935249889
B cells,COPS4,1.3292488,,0.18469751812231983,0.4545888935249889
B cells,CHMP4A,1.3150678,,0.1893887185042511,0.4635106053406305
B cells,KIR3DL2,1.3123672,,0.1903645040653333,0.4651309566523288
B cells,LMAN2,1.3063203,,0.19236023458341836,0.4676694592120674
B cells,RHEBL1,1.3029367,,0.19358074463748684,0.4693949982106871
B cells,MED30,1.301149,,0.19412289029760502,0.46955874394163105
B cells,PWP1,1.3003573,,0.19440983626511857,0.46955874394163105
B cells,RBM3,1.295001,,0.1962163461166705,0.47271117220272496
B cells,UBE2D3,1.2949245,,0.19623428965760564,0.47271117220272496
B cells,PDIK1L,1.291473,,0.19751772867708406,0.4740497218177397
B cells,DHX15,1.2908272,,0.19769440788375867,0.4740497218177397
B cells,ANKHD1,1.2898301,,0.19807953555822855,0.4740497218177397
B cells,TTC14,1.2811228,,0.20106248923580275,0.47869540831011065
B cells,TMEM165,1.2802784,,0.2013784876463456,0.4788275036144673
B cells,USP30,1.2770252,,0.20258672751599935,0.4804572969992346
B cells,THEM4,1.2769514,,0.20254666858310852,0.4804572969992346
B cells,TAF12,1.2745141,,0.20338627123613973,0.4817319156340526
B cells,CIDEB,1.2732259,,0.20390042884193388,0.4823281701563378
B cells,RPN2,1.2720848,,0.20425136564404903,0.48253728798684076
B cells,SEC61A2,1.266991,,0.20617026088298143,0.4851996664570037
B cells,PGM1,1.2625585,,0.2076912663099533,0.48631076769868664
B cells,NR2C2AP,1.2594192,,0.20880464407876953,0.48765179352870863
B cells,CISD1,1.25897,,0.208978590295502,0.48765179352870863
B cells,PIK3R1,1.2554066,,0.21025454300128402,0.4897944867380989
B cells,GFER,1.2526802,,0.21125182167113324,0.49069907159180176
B cells,ZNF212,1.2522635,,0.2114437784008199,0.49069907159180176
B cells,PSMC5,1.2507615,,0.21190193737130156,0.49114219531961195
B cells,ZNF468,1.2451829,,0.2140206006959245,0.4946719816803829
B cells,TNFSF12,1.2437323,,0.21452433107947058,0.4946719816803829
B cells,DIMT1,1.2413145,,0.21541729244765434,0.4949212293984859
B cells,ANAPC4,1.2355824,,0.21754132415254276,0.4979751484497325
B cells,C1orf50,1.2354401,,0.21755932764153169,0.4979751484497325
B cells,CLPX,1.2337322,,0.2182098958494675,0.4988337137133734
B cells,SMARCA4,1.233031,,0.2184858107584997,0.4988337137133734
B cells,PAFAH1B1,1.2318347,,0.21891958607430892,0.4988337137133734
B cells,GABARAPL2,1.2314634,,0.21902002555315142,0.4988337137133734
B cells,MPC2,1.2275842,,0.22050488620758882,0.5015940357048865
B cells,C17orf59,1.2243303,,0.22172618033472832,0.502506435826425
B cells,SNX5,1.2220279,,0.2225801619366167,0.5038206128565289
B cells,TLE4,1.218972,,0.22375773050545544,0.5052416568415566
B cells,SRP9,1.2067449,,0.22838363739948322,0.5144229479659929
B cells,NUP54,1.2049307,,0.22911786040547016,0.5154450764078998
B cells,ACTN4,1.2025522,,0.23003731548378037,0.5168809118082986
B cells,ATAD1,1.1981395,,0.23174882284110135,0.517562984668219
B cells,BANP,1.1910605,,0.23454138276105865,0.5206365477232195
B cells,GOSR2,1.1841711,,0.23723131651902932,0.5253387467011758
B cells,KLC4,1.1776662,,0.2398507782853588,0.5280083447843458
B cells,EFCAB14,1.1687015,,0.24339288577358667,0.5317816344308401
B cells,RABIF,1.1682159,,0.24361269651293116,0.5317816344308401
B cells,PRAF2,1.1634591,,0.24549930119063224,0.5334972164426697
B cells,TMEM116,1.1633832,,0.2455596545758969,0.5334972164426697
B cells,TIMM10B,1.1620626,,0.24606961147919004,0.5339739621000605
B cells,MPV17,1.1599269,,0.24696495505549693,0.5347854980980598
B cells,UBE3A,1.1589527,,0.2473375696210404,0.5347854980980598
B cells,DEF6,1.1582814,,0.24759982473787506,0.5347854980980598
B cells,HIST1H2AH,1.156646,,0.24838085578811422,0.5355770795715583
B cells,C10orf32,1.1559933,,0.24855671864773626,0.5355770795715583
B cells,RNF14,1.1545252,,0.249179657431884,0.5362906444494178
B cells,RRS1,1.1482105,,0.2517358937467047,0.5400371074257139
B cells,ARID4A,1.1451819,,0.2529677897866322,0.5400371074257139
B cells,SMIM12,1.1451623,,0.25297712159604985,0.5400371074257139
B cells,HAGH,1.1433425,,0.2537217698392927,0.5403545655068848
B cells,ARF4,1.1428901,,0.25393909509515084,0.5403545655068848
B cells,HPRT1,1.141044,,0.2546902508053815,0.5411799780118973
B cells,ARMC7,1.1402165,,0.25506504974726607,0.5413505328354216
B cells,EIF5,1.1393785,,0.2553680541005138,0.5413684930066255
B cells,ITM2A,1.1254431,,0.2612297040872522,0.5487316526998509
B cells,SEPT11,1.1174933,,0.26463683842257674,0.552102734416227
B cells,NARS,1.1143222,,0.2659598184222989,0.5540044654852779
B cells,F11R,1.1140316,,0.2661512203609904,0.5540044654852779
B cells,FBXW4,1.1126716,,0.2667182048894976,0.5545566296231862
B cells,RER1,1.1116475,,0.2670934423114575,0.554605221646346
B cells,RP11-430B1.2,1.1112307,,0.26734506331809715,0.554605221646346
B cells,NECAB3,1.1069975,,0.26917194395113353,0.5577655388750659
B cells,HMBOX1,1.1006736,,0.2718788897464128,0.5621073108592877
B cells,SNAPIN,1.0982659,,0.272890001141776,0.5634966837153659
B cells,PCNX,1.0963924,,0.27374542925976325,0.5634966837153659
B cells,RRAGC,1.0960596,,0.2738616705087042,0.5634966837153659
B cells,TAOK2,1.0958084,,0.2740185519305389,0.5634966837153659
B cells,OSTC,1.0892296,,0.27684873304576335,0.5685452193721933
B cells,RP11-367G6.3,1.0864054,,0.27814555319341144,0.5705709004123775
B cells,EMB,1.0786483,,0.2815594115825866,0.5766140447395178
B cells,EDC3,1.0783535,,0.2817189402481431,0.5766140447395178
B cells,RNF187,1.0768377,,0.2823446664961247,0.5772519432924107
B cells,S100A6,1.0747513,,0.2831288744730208,0.5775703343855852
B cells,RPUSD4,1.0732671,,0.28397947891444475,0.5780224609576406
B cells,RP11-390B4.5,1.0711265,,0.2850024936206436,0.5794630345959546
B cells,ATP6V0E2,1.0592196,,0.2902728195380014,0.5880503266696732
B cells,PCGF1,1.058916,,0.2904465871233265,0.5880503266696732
B cells,FCGR3A,1.0578967,,0.2908257600341311,0.5880503266696732
B cells,ACOT13,1.0471239,,0.2958437174968764,0.5962288955693628
B cells,UBA5,1.0451546,,0.29673662592186645,0.5967198232433156
B cells,PJA1,1.0402085,,0.2990471928879167,0.5993988446324873
B cells,SPTSSB,1.0378469,,0.300175368744231,0.600350737488462
B cells,PHACTR4,1.0311587,,0.30325464249946693,0.6045358274555535
B cells,OSBPL7,1.0284007,,0.3045712082255161,0.6062369808824684
B cells,EBNA1BP2,1.0271785,,0.3050975012602194,0.6062369808824684
B cells,SCP2,1.0224465,,0.30731771739583336,0.6093311376197861
B cells,ABI3,1.0209119,,0.30802948877076936,0.6100842676300368
B cells,ZNF493,1.0178277,,0.3095312489436812,0.6123987465645706
B cells,ZNF276,1.0142671,,0.31121348463308024,0.6133512575697811
B cells,ATXN10,1.0103778,,0.31309232880571336,0.6148116456676295
B cells,FBXO7,1.0090901,,0.3136721686173013,0.6152928985257201
B cells,C2orf76,1.0034189,,0.31644323107633365,0.6187475092747886
B cells,TANGO6,1.0004001,,0.31789531771181706,0.6202775919312388
B cells,KIF3A,1.0003829,,0.3179007027199276,0.6202775919312388
B cells,TBPL1,0.9983328,,0.31888210516239135,0.6207067481878666
B cells,AC113189.5,0.9931507,,0.32140107156033976,0.6237963775373859
B cells,ATP6V1C1,0.9922387,,0.3218540473839596,0.6240166024174238
B cells,R3HDM1,0.9909089,,0.3224805728257246,0.6245724898352812
B cells,INTS2,0.9890699,,0.3234209766141227,0.6255775740305041
B cells,AP001462.6,0.98618835,,0.32485132959747165,0.6258666077569833
B cells,CAMK2N1,0.98618835,,0.32485132959747665,0.6258666077569833
B cells,RPPH1,0.98131365,,0.3272151171518396,0.6284444987722897
B cells,RBM48,0.9803881,,0.32764045984156354,0.628604556564503
B cells,PTGDS,0.9628212,,0.33635606475087576,0.6406450228104763
B cells,WDR45,0.96178967,,0.33686342570600514,0.6408667483938449
B cells,NAA25,0.96125954,,0.33716982899719694,0.6408667483938449
B cells,IP6K1,0.9581328,,0.3387237432283944,0.6410004488352076
B cells,CES4A,0.95766306,,0.3389839152708497,0.6410004488352076
B cells,PRUNE,0.9553911,,0.34012796867137907,0.6423027075710734
B cells,ZNF333,0.95470405,,0.3404658138060064,0.6423027075710734
B cells,RAD23A,0.94972634,,0.34294693373818674,0.6445796059995135
B cells,USP5,0.9387734,,0.3485532819931306,0.6517201752831884
B cells,THUMPD3,0.9332235,,0.35140948865000476,0.6560343130387293
B cells,ATPAF1,0.9295286,,0.35331003445546005,0.65793702464958
B cells,SH3KBP1,0.92266524,,0.35686482595923064,0.6618744198920948
B cells,CCND2,0.9140131,,0.3613803291780133,0.6666931588457464
B cells,FKBP3,0.91058844,,0.36317308798144443,0.668270087726591
B cells,PLEKHA3,0.91055626,,0.36322188119633536,0.668270087726591
B cells,PGRMC2,0.9074238,,0.36485275588195076,0.6699294358751504
B cells,ADAL,0.90482396,,0.36623523193011176,0.6705496774157392
B cells,ZNF841,0.90182257,,0.3678795089547673,0.6705496774157392
B cells,LYPLA1,0.90157586,,0.3679362238927977,0.6705496774157392
B cells,TNFRSF1A,0.90125835,,0.368109153706464,0.6705496774157392
B cells,FAM98A,0.89440113,,0.3718017778656624,0.6766056116010767
B cells,ABHD17B,0.8921452,,0.37297846478032626,0.6780755868113153
